date,apple,pen
2007-04-06,50011,5682
2007-04-07,49923,5675
2007-04-08,49838,5669
2007-04-09,49750,5661
2007-04-10,49650,5654
2007-04-11,49556,5648
2007-04-12,49461,5639
2007-04-13,49364,5627
2007-04-14,49268,5613
2007-04-15,52182,5923
2007-04-16,52081,5909
2007-04-17,51999,5903
2007-04-18,51903,5892
2007-04-19,51809,5881
2007-04-20,51715,5873
2007-04-21,51643,5861
2007-04-22,51547,5852
2007-04-23,51451,5842
2007-04-24,51362,5830
2007-04-25,51263,5820
2007-04-26,51179,5808
2007-04-27,51091,5804
2007-04-28,50993,5797
2007-04-29,50890,5789
2007-04-30,50796,5776
2007-05-01,53760,6127
2007-05-02,53668,6117
2007-05-03,53576,6109
2007-05-04,53490,6100
2007-05-05,53388,6089
2007-05-06,53291,6083
2007-05-07,53204,6075
2007-05-08,53102,6067
2007-05-09,52998,6053
2007-05-10,52924,6042
2007-05-11,52812,6030
2007-05-12,52742,6024
2007-05-13,52649,6010
2007-05-14,52576,6002
2007-05-15,55487,6334
2007-05-16,55375,6322
2007-05-17,55268,6310
2007-05-18,55168,6302
2007-05-19,55072,6293
2007-05-20,54972,6287
2007-05-21,54875,6278
2007-05-22,54781,6267
2007-05-23,54695,6259
2007-05-24,54601,6250
2007-05-25,54516,6241
2007-05-26,54415,6228
2007-05-27,54314,6218
2007-05-28,54224,6207
2007-05-29,54118,6196
2007-05-30,54018,6188
2007-05-31,53933,6170
2007-06-01,56784,6500
2007-06-02,56679,6487
2007-06-03,56590,6476
2007-06-04,56496,6472
2007-06-05,56426,6460
2007-06-06,56344,6455
2007-06-07,56253,6442
2007-06-08,56160,6433
2007-06-09,56086,6430
2007-06-10,55990,6422
2007-06-11,55904,6408
2007-06-12,55802,6394
2007-06-13,55716,6385
2007-06-14,55625,6374
2007-06-15,58528,6713
2007-06-16,58425,6705
2007-06-17,58331,6697
2007-06-18,58237,6685
2007-06-19,58136,6675
2007-06-20,58044,6666
2007-06-21,57952,6650
2007-06-22,57864,6642
2007-06-23,57760,6629
2007-06-24,57676,6620
2007-06-25,57571,6606
2007-06-26,57472,6598
2007-06-27,57385,6585
2007-06-28,57298,6579
2007-06-29,57192,6569
2007-06-30,57096,6557
2007-07-01,59973,6891
2007-07-02,59883,6885
2007-07-03,59798,6880
2007-07-04,59704,6869
2007-07-05,59617,6857
2007-07-06,59525,6851
2007-07-07,59436,6844
2007-07-08,59341,6831
2007-07-09,59248,6826
2007-07-10,59134,6814
2007-07-11,59026,6807
2007-07-12,58921,6794
2007-07-13,58818,6783
2007-07-14,58710,6773
2007-07-15,61583,7103
2007-07-16,61488,7095
2007-07-17,61393,7084
2007-07-18,61311,7064
2007-07-19,61226,7057
2007-07-20,61119,7050
2007-07-21,61040,7040
2007-07-22,60943,7034
2007-07-23,60852,7023
2007-07-24,60764,7017
2007-07-25,60682,7007
2007-07-26,60575,6994
2007-07-27,60492,6987
2007-07-28,60404,6975
2007-07-29,60303,6965
2007-07-30,60194,6956
2007-07-31,60114,6945
2007-08-01,63045,7236
2007-08-02,62946,7226
2007-08-03,62850,7216
2007-08-04,62755,7214
2007-08-05,62659,7202
2007-08-06,62555,7189
2007-08-07,62453,7176
2007-08-08,62369,7164
2007-08-09,62275,7151
2007-08-10,62186,7143
2007-08-11,62099,7132
2007-08-12,62004,7121
2007-08-13,61903,7105
2007-08-14,61804,7098
2007-08-15,64676,7383
2007-08-16,64579,7366
2007-08-17,64483,7352
2007-08-18,64392,7344
2007-08-19,64302,7328
2007-08-20,64200,7320
2007-08-21,64098,7310
2007-08-22,64031,7306
2007-08-23,63920,7296
2007-08-24,63826,7281
2007-08-25,63745,7265
2007-08-26,63659,7241
2007-08-27,63570,7232
2007-08-28,63489,7226
2007-08-29,63433,7217
2007-08-30,63337,7209
2007-08-31,63237,7198
2007-09-01,66223,7502
2007-09-02,66113,7492
2007-09-03,66030,7482
2007-09-04,65949,7472
2007-09-05,65862,7463
2007-09-06,65779,7448
2007-09-07,65675,7440
2007-09-08,65571,7431
2007-09-09,65479,7420
2007-09-10,65399,7406
2007-09-11,65291,7396
2007-09-12,65197,7379
2007-09-13,65116,7365
2007-09-14,65036,7355
2007-09-15,68045,7682
2007-09-16,67944,7676
2007-09-17,67842,7666
2007-09-18,67741,7653
2007-09-19,67654,7641
2007-09-20,67555,7633
2007-09-21,67461,7621
2007-09-22,67371,7609
2007-09-23,67285,7602
2007-09-24,67192,7595
2007-09-25,67093,7583
2007-09-26,67004,7574
2007-09-27,66924,7568
2007-09-28,66842,7558
2007-09-29,66747,7539
2007-09-30,66630,7533
2007-10-01,69542,7864
2007-10-02,69462,7853
2007-10-03,69368,7844
2007-10-04,69272,7832
2007-10-05,69175,7821
2007-10-06,69097,7805
2007-10-07,69007,7801
2007-10-08,68918,7794
2007-10-09,68835,7785
2007-10-10,68730,7775
2007-10-11,68646,7767
2007-10-12,68556,7761
2007-10-13,68485,7751
2007-10-14,68404,7740
2007-10-15,71249,8078
2007-10-16,71175,8071
2007-10-17,71084,8062
2007-10-18,70997,8052
2007-10-19,70906,8045
2007-10-20,70819,8037
2007-10-21,70731,8029
2007-10-22,70645,8016
2007-10-23,70565,7999
2007-10-24,70472,7987
2007-10-25,70375,7979
2007-10-26,70269,7970
2007-10-27,70195,7958
2007-10-28,70089,7944
2007-10-29,69994,7931
2007-10-30,69899,7924
2007-10-31,69777,7912
2007-11-01,72661,8238
2007-11-02,72573,8230
2007-11-03,72481,8217
2007-11-04,72388,8209
2007-11-05,72285,8200
2007-11-06,72191,8189
2007-11-07,72075,8180
2007-11-08,71999,8172
2007-11-09,71890,8165
2007-11-10,71795,8160
2007-11-11,71713,8150
2007-11-12,71627,8139
2007-11-13,71541,8127
2007-11-14,71444,8112
2007-11-15,74332,8458
2007-11-16,74241,8445
2007-11-17,74155,8434
2007-11-18,74065,8428
2007-11-19,73969,8420
2007-11-20,73882,8415
2007-11-21,73791,8405
2007-11-22,73691,8396
2007-11-23,73592,8380
2007-11-24,73503,8365
2007-11-25,73394,8355
2007-11-26,73306,8346
2007-11-27,73222,8339
2007-11-28,73128,8334
2007-11-29,73037,8322
2007-11-30,72946,8312
2007-12-01,75898,8627
2007-12-02,75813,8615
2007-12-03,75727,8598
2007-12-04,75636,8589
2007-12-05,75546,8578
2007-12-06,75459,8571
2007-12-07,75394,8554
2007-12-08,75291,8544
2007-12-09,75187,8538
2007-12-10,75093,8524
2007-12-11,75004,8517
2007-12-12,74905,8512
2007-12-13,74819,8503
2007-12-14,74736,8492
2007-12-15,77688,8827
2007-12-16,77596,8821
2007-12-17,77500,8811
2007-12-18,77389,8801
2007-12-19,77290,8791
2007-12-20,77201,8784
2007-12-21,77112,8774
2007-12-22,77018,8765
2007-12-23,76928,8753
2007-12-24,76836,8744
2007-12-25,76756,8732
2007-12-26,76657,8720
2007-12-27,76562,8708
2007-12-28,76465,8698
2007-12-29,76370,8686
2007-12-30,76276,8678
2007-12-31,76186,8667
2008-01-01,79128,8993
2008-01-02,79029,8984
2008-01-03,78931,8974
2008-01-04,78840,8965
2008-01-05,78752,8952
2008-01-06,78646,8942
2008-01-07,78545,8936
2008-01-08,78465,8929
2008-01-09,78370,8920
2008-01-10,78261,8913
2008-01-11,78155,8904
2008-01-12,78067,8898
2008-01-13,77951,8883
2008-01-14,77854,8876
2008-01-15,80733,9166
2008-01-16,80640,9162
2008-01-17,80554,9148
2008-01-18,80469,9138
2008-01-19,80376,9126
2008-01-20,80263,9115
2008-01-21,80177,9107
2008-01-22,80075,9094
2008-01-23,79994,9082
2008-01-24,79899,9069
2008-01-25,79809,9060
2008-01-26,79733,9052
2008-01-27,79648,9045
2008-01-28,79563,9041
2008-01-29,79469,9030
2008-01-30,79375,9026
2008-01-31,79275,9019
2008-02-01,82153,9309
2008-02-02,82081,9294
2008-02-03,82006,9282
2008-02-04,81903,9275
2008-02-05,81818,9264
2008-02-06,81717,9254
2008-02-07,81617,9250
2008-02-08,81518,9243
2008-02-09,81432,9235
2008-02-10,81329,9223
2008-02-11,81245,9215
2008-02-12,81162,9206
2008-02-13,81062,9195
2008-02-14,80986,9184
2008-02-15,83875,9505
2008-02-16,83783,9497
2008-02-17,83686,9485
2008-02-18,83590,9477
2008-02-19,83488,9464
2008-02-20,83405,9452
2008-02-21,83304,9447
2008-02-22,83211,9438
2008-02-23,83123,9432
2008-02-24,83019,9421
2008-02-25,82932,9405
2008-02-26,82838,9396
2008-02-27,82746,9385
2008-02-28,82654,9372
2008-02-29,82562,9358
2008-03-01,85415,9696
2008-03-02,85303,9686
2008-03-03,85206,9670
2008-03-04,85103,9660
2008-03-05,85001,9654
2008-03-06,84916,9638
2008-03-07,84833,9628
2008-03-08,84735,9611
2008-03-09,84654,9599
2008-03-10,84555,9592
2008-03-11,84466,9583
2008-03-12,84348,9571
2008-03-13,84246,9562
2008-03-14,84149,9552
2008-03-15,87125,9923
2008-03-16,87035,9915
2008-03-17,86949,9910
2008-03-18,86842,9900
2008-03-19,86751,9886
2008-03-20,86662,9876
2008-03-21,86566,9868
2008-03-22,86475,9859
2008-03-23,86375,9848
2008-03-24,86273,9833
2008-03-25,86165,9829
2008-03-26,86077,9821
2008-03-27,85986,9813
2008-03-28,85900,9798
2008-03-29,85797,9788
2008-03-30,85693,9782
2008-03-31,85584,9769
2008-04-01,88463,10084
2008-04-02,88386,10076
2008-04-03,88302,10065
2008-04-04,88196,10059
2008-04-05,88099,10055
2008-04-06,87993,10052
2008-04-07,87905,10039
2008-04-08,87832,10028
2008-04-09,87739,10016
2008-04-10,87664,10005
2008-04-11,87563,9995
2008-04-12,87463,9986
2008-04-13,87371,9974
2008-04-14,87292,9967
2008-04-15,90212,10277
2008-04-16,90113,10265
2008-04-17,90025,10254
2008-04-18,89918,10244
2008-04-19,89826,10238
2008-04-20,89726,10227
2008-04-21,89632,10219
2008-04-22,89532,10206
2008-04-23,89431,10196
2008-04-24,89336,10191
2008-04-25,89241,10178
2008-04-26,89138,10166
2008-04-27,89049,10155
2008-04-28,88942,10147
2008-04-29,88841,10131
2008-04-30,88749,10120
2008-05-01,91634,10472
2008-05-02,91534,10459
2008-05-03,91430,10446
2008-05-04,91336,10439
2008-05-05,91236,10423
2008-05-06,91143,10413
2008-05-07,91052,10408
2008-05-08,90965,10401
2008-05-09,90878,10391
2008-05-10,90775,10372
2008-05-11,90689,10358
2008-05-12,90591,10353
2008-05-13,90503,10339
2008-05-14,90392,10333
2008-05-15,93265,10661
2008-05-16,93152,10650
2008-05-17,93038,10644
2008-05-18,92925,10637
2008-05-19,92823,10629
2008-05-20,92723,10622
2008-05-21,92632,10613
2008-05-22,92549,10602
2008-05-23,92451,10593
2008-05-24,92355,10579
2008-05-25,92280,10567
2008-05-26,92169,10557
2008-05-27,92074,10547
2008-05-28,91993,10534
2008-05-29,91909,10527
2008-05-30,91814,10513
2008-05-31,91715,10499
2008-06-01,94482,10813
2008-06-02,94392,10807
2008-06-03,94295,10800
2008-06-04,94190,10791
2008-06-05,94081,10782
2008-06-06,93982,10774
2008-06-07,93879,10764
2008-06-08,93788,10753
2008-06-09,93691,10743
2008-06-10,93587,10737
2008-06-11,93487,10727
2008-06-12,93378,10715
2008-06-13,93292,10699
2008-06-14,93210,10688
2008-06-15,96119,11037
2008-06-16,96011,11023
2008-06-17,95905,11021
2008-06-18,95817,11011
2008-06-19,95727,11003
2008-06-20,95624,10993
2008-06-21,95539,10981
2008-06-22,95448,10974
2008-06-23,95363,10966
2008-06-24,95267,10958
2008-06-25,95166,10949
2008-06-26,95080,10946
2008-06-27,95006,10939
2008-06-28,94891,10926
2008-06-29,94810,10912
2008-06-30,94716,10899
2008-07-01,97612,11230
2008-07-02,97524,11221
2008-07-03,97416,11210
2008-07-04,97335,11201
2008-07-05,97234,11192
2008-07-06,97143,11181
2008-07-07,97041,11165
2008-07-08,96967,11158
2008-07-09,96896,11149
2008-07-10,96791,11135
2008-07-11,96706,11124
2008-07-12,96603,11115
2008-07-13,96521,11107
2008-07-14,96425,11088
2008-07-15,99469,11407
2008-07-16,99376,11398
2008-07-17,99280,11387
2008-07-18,99181,11379
2008-07-19,99074,11370
2008-07-20,98979,11351
2008-07-21,98858,11340
2008-07-22,98771,11328
2008-07-23,98676,11319
2008-07-24,98585,11312
2008-07-25,98497,11302
2008-07-26,98410,11290
2008-07-27,98321,11273
2008-07-28,98230,11266
2008-07-29,98140,11252
2008-07-30,98040,11247
2008-07-31,97950,11230
2008-08-01,100887,11560
2008-08-02,100805,11554
2008-08-03,100701,11546
2008-08-04,100613,11535
2008-08-05,100519,11527
2008-08-06,100438,11515
2008-08-07,100336,11507
2008-08-08,100245,11492
2008-08-09,100159,11483
2008-08-10,100066,11472
2008-08-11,99987,11460
2008-08-12,99897,11446
2008-08-13,99789,11440
2008-08-14,99687,11433
2008-08-15,102453,11780
2008-08-16,102379,11771
2008-08-17,102283,11760
2008-08-18,102183,11747
2008-08-19,102098,11743
2008-08-20,102007,11732
2008-08-21,101919,11726
2008-08-22,101826,11718
2008-08-23,101736,11713
2008-08-24,101632,11703
2008-08-25,101532,11692
2008-08-26,101434,11683
2008-08-27,101357,11675
2008-08-28,101266,11669
2008-08-29,101177,11658
2008-08-30,101086,11647
2008-08-31,100990,11640
2008-09-01,103818,11986
2008-09-02,103737,11974
2008-09-03,103649,11961
2008-09-04,103576,11954
2008-09-05,103474,11944
2008-09-06,103388,11931
2008-09-07,103279,11924
2008-09-08,103179,11918
2008-09-09,103089,11911
2008-09-10,102999,11899
2008-09-11,102916,11892
2008-09-12,102810,11885
2008-09-13,102721,11875
2008-09-14,102624,11865
2008-09-15,105500,12196
2008-09-16,105403,12187
2008-09-17,105309,12177
2008-09-18,105215,12169
2008-09-19,105116,12164
2008-09-20,105029,12149
2008-09-21,104928,12139
2008-09-22,104829,12124
2008-09-23,104738,12115
2008-09-24,104642,12100
2008-09-25,104534,12091
2008-09-26,104448,12079
2008-09-27,104351,12064
2008-09-28,104254,12057
2008-09-29,104173,12049
2008-09-30,104091,12036
2008-10-01,106911,12372
2008-10-02,106809,12361
2008-10-03,106725,12349
2008-10-04,106629,12342
2008-10-05,106543,12334
2008-10-06,106432,12324
2008-10-07,106330,12314
2008-10-08,106246,12303
2008-10-09,106147,12298
2008-10-10,106065,12282
2008-10-11,105992,12268
2008-10-12,105912,12260
2008-10-13,105817,12247
2008-10-14,105732,12235
2008-10-15,108631,12560
2008-10-16,108533,12551
2008-10-17,108454,12545
2008-10-18,108349,12533
2008-10-19,108247,12522
2008-10-20,108150,12517
2008-10-21,108070,12506
2008-10-22,107986,12492
2008-10-23,107897,12482
2008-10-24,107804,12470
2008-10-25,107687,12463
2008-10-26,107601,12451
2008-10-27,107496,12432
2008-10-28,107397,12420
2008-10-29,107310,12412
2008-10-30,107226,12406
2008-10-31,107129,12396
2008-11-01,110138,12700
2008-11-02,110050,12689
2008-11-03,109961,12677
2008-11-04,109870,12666
2008-11-05,109780,12657
2008-11-06,109695,12651
2008-11-07,109608,12641
2008-11-08,109510,12636
2008-11-09,109411,12625
2008-11-10,109326,12611
2008-11-11,109221,12604
2008-11-12,109116,12597
2008-11-13,109024,12582
2008-11-14,108932,12572
2008-11-15,111790,12906
2008-11-16,111690,12891
2008-11-17,111589,12885
2008-11-18,111490,12873
2008-11-19,111389,12867
2008-11-20,111300,12854
2008-11-21,111199,12843
2008-11-22,111123,12829
2008-11-23,111020,12822
2008-11-24,110933,12811
2008-11-25,110842,12802
2008-11-26,110734,12791
2008-11-27,110652,12786
2008-11-28,110547,12776
2008-11-29,110453,12765
2008-11-30,110332,12745
2008-12-01,113258,13063
2008-12-02,113177,13052
2008-12-03,113093,13041
2008-12-04,112994,13031
2008-12-05,112898,13014
2008-12-06,112802,13011
2008-12-07,112716,12998
2008-12-08,112617,12992
2008-12-09,112520,12985
2008-12-10,112433,12974
2008-12-11,112316,12962
2008-12-12,112220,12954
2008-12-13,112132,12942
2008-12-14,112049,12934
2008-12-15,114929,13266
