date,apple,pen
2007-03-13,64201,3433
2007-03-14,63360,3384
2007-03-15,77617,4086
2007-03-16,76773,4045
2007-03-17,75947,3998
2007-03-18,75082,3957
2007-03-19,74238,3909
2007-03-20,73338,3861
2007-03-21,72483,3817
2007-03-22,71673,3766
2007-03-23,70833,3710
2007-03-24,69993,3669
2007-03-25,69125,3620
2007-03-26,68325,3573
2007-03-27,67520,3537
2007-03-28,66640,3489
2007-03-29,65853,3446
2007-03-30,65027,3402
2007-03-31,64139,3352
2007-04-01,78299,4067
2007-04-02,77428,4017
2007-04-03,76602,3974
2007-04-04,75772,3923
2007-04-05,74895,3867
2007-04-06,74031,3824
2007-04-07,73170,3782
2007-04-08,72287,3735
2007-04-09,71432,3681
2007-04-10,70607,3636
2007-04-11,69747,3592
2007-04-12,68942,3562
2007-04-13,68085,3527
2007-04-14,67259,3484
2007-04-15,81691,4175
2007-04-16,80878,4127
2007-04-17,80024,4084
2007-04-18,79199,4041
2007-04-19,78348,3993
2007-04-20,77553,3959
2007-04-21,76666,3918
2007-04-22,75772,3871
2007-04-23,74968,3827
2007-04-24,74125,3783
2007-04-25,73256,3736
2007-04-26,72410,3701
2007-04-27,71571,3665
2007-04-28,70710,3623
2007-04-29,69832,3577
2007-04-30,69036,3517
2007-05-01,83136,4309
2007-05-02,82263,4276
2007-05-03,81401,4226
2007-05-04,80571,4181
2007-05-05,79766,4141
2007-05-06,78955,4097
2007-05-07,78136,4045
2007-05-08,77289,4002
2007-05-09,76450,3962
2007-05-10,75598,3920
2007-05-11,74698,3884
2007-05-12,73847,3832
2007-05-13,72992,3793
2007-05-14,72159,3760
2007-05-15,86265,4510
2007-05-16,85378,4460
2007-05-17,84523,4393
2007-05-18,83641,4339
2007-05-19,82761,4299
2007-05-20,81893,4254
2007-05-21,81033,4198
2007-05-22,80195,4146
2007-05-23,79344,4104
2007-05-24,78490,4053
2007-05-25,77622,4006
2007-05-26,76805,3956
2007-05-27,75965,3921
2007-05-28,75167,3864
2007-05-29,74321,3814
2007-05-30,73508,3777
2007-05-31,72663,3731
2007-06-01,86594,4501
2007-06-02,85753,4454
2007-06-03,84930,4412
2007-06-04,84080,4369
2007-06-05,83247,4325
2007-06-06,82400,4274
2007-06-07,81540,4227
2007-06-08,80696,4179
2007-06-09,79839,4130
2007-06-10,78993,4082
2007-06-11,78147,4029
2007-06-12,77295,3975
2007-06-13,76413,3934
2007-06-14,75581,3898
2007-06-15,89926,4659
2007-06-16,89087,4603
2007-06-17,88254,4565
2007-06-18,87341,4524
2007-06-19,86481,4472
2007-06-20,85594,4414
2007-06-21,84720,4378
2007-06-22,83883,4337
2007-06-23,83041,4295
2007-06-24,82213,4257
2007-06-25,81362,4218
2007-06-26,80512,4183
2007-06-27,79696,4140
2007-06-28,78841,4106
2007-06-29,78025,4073
2007-06-30,77160,4029
2007-07-01,91429,4765
2007-07-02,90560,4717
2007-07-03,89728,4679
2007-07-04,88893,4640
2007-07-05,88072,4603
2007-07-06,87205,4564
2007-07-07,86355,4517
2007-07-08,85528,4470
2007-07-09,84699,4439
2007-07-10,83898,4404
2007-07-11,83096,4366
2007-07-12,82256,4329
2007-07-13,81387,4287
2007-07-14,80512,4249
2007-07-15,94745,4944
2007-07-16,93883,4907
2007-07-17,93027,4866
2007-07-18,92161,4823
2007-07-19,91355,4782
2007-07-20,90478,4739
2007-07-21,89624,4705
2007-07-22,88710,4646
2007-07-23,87876,4601
2007-07-24,87069,4564
2007-07-25,86221,4512
2007-07-26,85360,4469
2007-07-27,84552,4435
2007-07-28,83737,4385
2007-07-29,82917,4334
2007-07-30,82010,4282
2007-07-31,81151,4235
2007-08-01,95257,4953
2007-08-02,94467,4894
2007-08-03,93635,4854
2007-08-04,92761,4812
2007-08-05,91881,4778
2007-08-06,91017,4731
2007-08-07,90177,4691
2007-08-08,89391,4655
2007-08-09,88532,4610
2007-08-10,87723,4567
2007-08-11,86854,4529
2007-08-12,85990,4482
2007-08-13,85149,4431
2007-08-14,84335,4389
2007-08-15,98385,5142
2007-08-16,97547,5105
2007-08-17,96719,5068
2007-08-18,95851,5027
2007-08-19,95005,4965
2007-08-20,94197,4921
2007-08-21,93368,4881
2007-08-22,92506,4840
2007-08-23,91637,4801
2007-08-24,90760,4755
2007-08-25,89954,4705
2007-08-26,89077,4660
2007-08-27,88204,4615
2007-08-28,87351,4567
2007-08-29,86537,4519
2007-08-30,85654,4478
2007-08-31,84814,4418
2007-09-01,98970,5154
2007-09-02,98107,5104
2007-09-03,97254,5063
2007-09-04,96384,5026
2007-09-05,95499,4988
2007-09-06,94659,4940
2007-09-07,93802,4897
2007-09-08,92907,4854
2007-09-09,92053,4806
2007-09-10,91188,4760
2007-09-11,90379,4713
2007-09-12,89508,4676
2007-09-13,88673,4627
2007-09-14,87812,4588
2007-09-15,101919,5331
2007-09-16,101090,5276
2007-09-17,100220,5227
2007-09-18,99398,5186
2007-09-19,98550,5146
2007-09-20,97689,5108
2007-09-21,96834,5076
2007-09-22,96000,5034
2007-09-23,95222,4977
2007-09-24,94340,4933
2007-09-25,93483,4875
2007-09-26,92607,4827
2007-09-27,91691,4786
2007-09-28,90814,4738
2007-09-29,89911,4692
2007-09-30,89058,4634
2007-10-01,103110,5339
2007-10-02,102310,5304
2007-10-03,101454,5265
2007-10-04,100641,5226
2007-10-05,99766,5182
2007-10-06,98882,5143
2007-10-07,98013,5105
2007-10-08,97104,5066
2007-10-09,96239,5022
2007-10-10,95392,4982
2007-10-11,94523,4941
2007-10-12,93631,4883
2007-10-13,92849,4837
2007-10-14,92027,4798
2007-10-15,106185,5511
2007-10-16,105318,5466
2007-10-17,104510,5437
2007-10-18,103672,5385
2007-10-19,102778,5338
2007-10-20,101917,5290
2007-10-21,101113,5246
2007-10-22,100328,5196
2007-10-23,99447,5149
2007-10-24,98615,5112
2007-10-25,97771,5071
2007-10-26,96887,5028
2007-10-27,96017,4971
2007-10-28,95241,4926
2007-10-29,94333,4891
2007-10-30,93465,4855
2007-10-31,92634,4812
2007-11-01,106845,5578
2007-11-02,106007,5544
2007-11-03,105120,5504
2007-11-04,104303,5463
2007-11-05,103431,5430
2007-11-06,102584,5379
2007-11-07,101775,5336
2007-11-08,100907,5292
2007-11-09,100024,5244
2007-11-10,99163,5208
2007-11-11,98310,5167
2007-11-12,97469,5108
2007-11-13,96579,5056
2007-11-14,95739,5011
2007-11-15,109987,5678
2007-11-16,109117,5631
2007-11-17,108312,5583
2007-11-18,107470,5546
2007-11-19,106637,5496
2007-11-20,105816,5447
2007-11-21,104934,5399
2007-11-22,104080,5350
2007-11-23,103228,5307
2007-11-24,102377,5260
2007-11-25,101553,5216
2007-11-26,100748,5176
2007-11-27,99907,5126
2007-11-28,99085,5095
2007-11-29,98203,5057
2007-11-30,97369,5011
2007-12-01,111338,5839
2007-12-02,110484,5796
2007-12-03,109655,5749
2007-12-04,108762,5700
2007-12-05,107935,5655
2007-12-06,107070,5612
2007-12-07,106241,5571
2007-12-08,105431,5524
2007-12-09,104655,5476
2007-12-10,103823,5430
2007-12-11,102993,5391
2007-12-12,102157,5328
2007-12-13,101327,5278
2007-12-14,100506,5236
2007-12-15,114720,5977
2007-12-16,113805,5934
2007-12-17,113030,5890
2007-12-18,112209,5858
2007-12-19,111351,5815
2007-12-20,110475,5767
2007-12-21,109629,5720
2007-12-22,108811,5678
2007-12-23,107896,5637
2007-12-24,106993,5584
2007-12-25,106197,5544
2007-12-26,105364,5496
2007-12-27,104491,5452
2007-12-28,103558,5397
2007-12-29,102681,5356
2007-12-30,101803,5302
2007-12-31,100973,5244
2008-01-01,114988,6025
2008-01-02,114135,5984
2008-01-03,113290,5938
2008-01-04,112476,5898
2008-01-05,111613,5857
2008-01-06,110756,5811
2008-01-07,109937,5768
2008-01-08,109107,5729
2008-01-09,108244,5681
2008-01-10,107377,5638
2008-01-11,106632,5584
2008-01-12,105770,5529
2008-01-13,104897,5489
2008-01-14,104016,5439
2008-01-15,118336,6151
2008-01-16,117502,6119
2008-01-17,116633,6082
2008-01-18,115806,6038
2008-01-19,114969,5997
2008-01-20,114173,5951
2008-01-21,113318,5900
2008-01-22,112434,5861
2008-01-23,111593,5825
2008-01-24,110824,5782
2008-01-25,109991,5735
2008-01-26,109134,5697
2008-01-27,108297,5647
2008-01-28,107497,5605
2008-01-29,106661,5558
2008-01-30,105776,5504
2008-01-31,104896,5462
2008-02-01,119006,6172
2008-02-02,118128,6130
2008-02-03,117276,6082
2008-02-04,116449,6040
2008-02-05,115604,5994
2008-02-06,114733,5948
2008-02-07,113880,5909
2008-02-08,112985,5857
2008-02-09,112105,5817
2008-02-10,111244,5769
2008-02-11,110427,5735
2008-02-12,109592,5684
2008-02-13,108760,5632
2008-02-14,107926,5589
2008-02-15,122242,6334
2008-02-16,121331,6297
2008-02-17,120466,6254
2008-02-18,119633,6198
2008-02-19,118769,6152
2008-02-20,117944,6092
2008-02-21,117083,6055
2008-02-22,116164,6019
2008-02-23,115332,5980
2008-02-24,114415,5933
2008-02-25,113545,5898
2008-02-26,112668,5842
2008-02-27,111812,5794
2008-02-28,110962,5759
2008-02-29,110109,5709
2008-03-01,124410,6470
2008-03-02,123571,6425
2008-03-03,122746,6377
2008-03-04,121891,6326
2008-03-05,121025,6278
2008-03-06,120190,6238
2008-03-07,119365,6195
2008-03-08,118534,6151
2008-03-09,117685,6109
2008-03-10,116798,6069
2008-03-11,115942,6019
2008-03-12,115079,5975
2008-03-13,114231,5935
2008-03-14,113380,5892
2008-03-15,127536,6670
2008-03-16,126667,6620
2008-03-17,125832,6580
2008-03-18,124971,6541
2008-03-19,124107,6500
2008-03-20,123286,6451
2008-03-21,122425,6409
2008-03-22,121556,6361
2008-03-23,120684,6320
2008-03-24,119838,6282
2008-03-25,118988,6232
2008-03-26,118150,6184
2008-03-27,117264,6134
2008-03-28,116366,6080
2008-03-29,115438,6039
2008-03-30,114610,6004
2008-03-31,113817,5949
2008-04-01,127786,6695
2008-04-02,126946,6650
2008-04-03,126120,6602
2008-04-04,125255,6553
2008-04-05,124413,6504
2008-04-06,123620,6456
2008-04-07,122755,6414
2008-04-08,121922,6368
2008-04-09,121058,6325
2008-04-10,120188,6280
2008-04-11,119352,6233
2008-04-12,118539,6193
2008-04-13,117695,6141
2008-04-14,116814,6100
2008-04-15,130948,6833
2008-04-16,130038,6792
2008-04-17,129179,6746
2008-04-18,128306,6689
2008-04-19,127507,6657
2008-04-20,126608,6609
2008-04-21,125755,6563
2008-04-22,124924,6519
2008-04-23,124101,6471
2008-04-24,123208,6426
2008-04-25,122332,6387
2008-04-26,121430,6341
2008-04-27,120593,6288
2008-04-28,119764,6242
2008-04-29,118880,6197
2008-04-30,118033,6153
2008-05-01,132173,6926
2008-05-02,131337,6886
2008-05-03,130479,6839
2008-05-04,129615,6795
2008-05-05,128804,6752
2008-05-06,127929,6713
2008-05-07,127055,6674
2008-05-08,126203,6624
2008-05-09,125338,6578
2008-05-10,124460,6527
2008-05-11,123582,6490
2008-05-12,122746,6436
2008-05-13,121943,6397
2008-05-14,121069,6352
2008-05-15,135239,7112
2008-05-16,134414,7064
2008-05-17,133541,7008
2008-05-18,132704,6960
2008-05-19,131818,6905
2008-05-20,130974,6871
2008-05-21,130143,6827
2008-05-22,129309,6785
2008-05-23,128470,6740
2008-05-24,127621,6698
2008-05-25,126746,6660
2008-05-26,125883,6608
2008-05-27,125031,6552
2008-05-28,124201,6511
2008-05-29,123337,6467
2008-05-30,122462,6417
2008-05-31,121595,6363
2008-06-01,135770,7105
2008-06-02,134900,7065
2008-06-03,134098,7015
2008-06-04,133233,6981
2008-06-05,132368,6944
2008-06-06,131498,6899
2008-06-07,130636,6860
2008-06-08,129776,6824
2008-06-09,128901,6784
2008-06-10,128034,6740
2008-06-11,127238,6694
2008-06-12,126418,6656
2008-06-13,125501,6614
2008-06-14,124682,6575
2008-06-15,138806,7310
2008-06-16,137931,7264
2008-06-17,137077,7219
2008-06-18,136221,7173
2008-06-19,135406,7125
2008-06-20,134538,7066
2008-06-21,133708,7029
2008-06-22,132845,6983
2008-06-23,132024,6940
2008-06-24,131156,6892
2008-06-25,130279,6846
2008-06-26,129465,6797
2008-06-27,128647,6745
2008-06-28,127807,6706
2008-06-29,126886,6667
2008-06-30,126084,6623
2008-07-01,140088,7390
2008-07-02,139223,7356
2008-07-03,138315,7314
2008-07-04,137482,7264
2008-07-05,136664,7228
2008-07-06,135804,7190
2008-07-07,134922,7142
2008-07-08,134013,7092
2008-07-09,133193,7044
2008-07-10,132397,6989
2008-07-11,131544,6945
2008-07-12,130661,6906
2008-07-13,129809,6857
2008-07-14,128973,6812
2008-07-15,143186,7566
2008-07-16,142345,7532
2008-07-17,141488,7494
2008-07-18,140669,7453
2008-07-19,139801,7402
2008-07-20,138944,7351
2008-07-21,138142,7304
2008-07-22,137296,7272
2008-07-23,136373,7226
2008-07-24,135515,7184
2008-07-25,134684,7133
2008-07-26,133801,7096
2008-07-27,132940,7052
2008-07-28,132131,7012
2008-07-29,131309,6976
2008-07-30,130426,6942
2008-07-31,129587,6897
2008-08-01,143638,7658
2008-08-02,142791,7617
2008-08-03,141910,7578
2008-08-04,141071,7534
2008-08-05,140243,7494
2008-08-06,139389,7459
2008-08-07,138573,7413
2008-08-08,137742,7366
2008-08-09,136938,7309
2008-08-10,136079,7269
2008-08-11,135228,7230
2008-08-12,134398,7179
2008-08-13,133545,7134
2008-08-14,132667,7092
2008-08-15,146648,7841
2008-08-16,145841,7799
2008-08-17,145037,7758
2008-08-18,144191,7715
2008-08-19,143324,7661
2008-08-20,142481,7602
2008-08-21,141632,7546
2008-08-22,140729,7495
2008-08-23,139909,7458
2008-08-24,139056,7417
2008-08-25,138200,7377
2008-08-26,137298,7335
2008-08-27,136439,7283
2008-08-28,135584,7233
2008-08-29,134696,7193
2008-08-30,133859,7156
2008-08-31,133006,7102
2008-09-01,147046,7885
2008-09-02,146208,7837
2008-09-03,145370,7781
2008-09-04,144574,7739
2008-09-05,143709,7691
2008-09-06,142844,7645
2008-09-07,141988,7607
2008-09-08,141169,7560
2008-09-09,140359,7517
2008-09-10,139516,7469
2008-09-11,138648,7411
2008-09-12,137817,7364
2008-09-13,136981,7324
2008-09-14,136129,7291
2008-09-15,150000,8027
2008-09-16,149123,7978
2008-09-17,148287,7931
2008-09-18,147464,7890
2008-09-19,146597,7845
2008-09-20,145731,7800
2008-09-21,144897,7757
2008-09-22,144081,7702
2008-09-23,143213,7656
2008-09-24,142354,7616
2008-09-25,141550,7573
2008-09-26,140688,7523
2008-09-27,139833,7472
2008-09-28,139013,7424
2008-09-29,138225,7389
2008-09-30,137348,7341
2008-10-01,151436,8064
2008-10-02,150555,8021
2008-10-03,149672,7975
2008-10-04,148867,7934
2008-10-05,148053,7879
2008-10-06,147149,7844
2008-10-07,146308,7805
2008-10-08,145423,7764
2008-10-09,144575,7707
2008-10-10,143738,7648
2008-10-11,142938,7609
2008-10-12,142063,7564
2008-10-13,141170,7527
2008-10-14,140320,7499
2008-10-15,154530,8225
2008-10-16,153685,8176
2008-10-17,152853,8132
2008-10-18,151988,8099
2008-10-19,151178,8058
2008-10-20,150290,8013
2008-10-21,149451,7963
2008-10-22,148595,7927
2008-10-23,147703,7888
2008-10-24,146842,7850
2008-10-25,146000,7812
2008-10-26,145160,7774
2008-10-27,144294,7738
2008-10-28,143468,7699
2008-10-29,142665,7664
2008-10-30,141785,7627
2008-10-31,140926,7575
2008-11-01,154935,8366
2008-11-02,154091,8334
2008-11-03,153226,8297
2008-11-04,152350,8254
2008-11-05,151468,8209
2008-11-06,150601,8177
2008-11-07,149747,8146
2008-11-08,148925,8108
2008-11-09,148068,8060
2008-11-10,147223,8015
2008-11-11,146378,7965
2008-11-12,145543,7926
2008-11-13,144678,7877
2008-11-14,143835,7856
2008-11-15,157791,8580
2008-11-16,156926,8531
2008-11-17,156070,8499
2008-11-18,155194,8461
2008-11-19,154367,8416
2008-11-20,153463,8357
2008-11-21,152655,8311
2008-11-22,151801,8274
2008-11-23,150946,8220
2008-11-24,150141,8180
2008-11-25,149273,8134
2008-11-26,148445,8090
2008-11-27,147595,8047
2008-11-28,146761,8002
2008-11-29,145936,7957
2008-11-30,145087,7924
2008-12-01,159273,8671
2008-12-02,158447,8630
2008-12-03,157582,8581
2008-12-04,156752,8536
2008-12-05,155850,8481
2008-12-06,155026,8436
2008-12-07,154212,8397
2008-12-08,153352,8353
2008-12-09,152512,8319
2008-12-10,151646,8274
2008-12-11,150792,8221
2008-12-12,149968,8175
2008-12-13,149154,8125
2008-12-14,148332,8075
2008-12-15,162566,8844
2008-12-16,161683,8816
