date,apple,pen
2007-04-17,52373,5954
2007-04-18,52266,5944
2007-04-19,52183,5933
2007-04-20,52095,5925
2007-04-21,52000,5910
2007-04-22,51916,5901
2007-04-23,51838,5889
2007-04-24,51761,5879
2007-04-25,51671,5863
2007-04-26,51570,5852
2007-04-27,51456,5835
2007-04-28,51364,5832
2007-04-29,51274,5823
2007-04-30,51191,5813
2007-05-01,54048,6152
2007-05-02,53959,6150
2007-05-03,53861,6134
2007-05-04,53782,6125
2007-05-05,53712,6118
2007-05-06,53616,6111
2007-05-07,53517,6105
2007-05-08,53432,6090
2007-05-09,53357,6079
2007-05-10,53266,6072
2007-05-11,53166,6063
2007-05-12,53079,6053
2007-05-13,52994,6042
2007-05-14,52915,6030
2007-05-15,55802,6349
2007-05-16,55701,6344
2007-05-17,55621,6333
2007-05-18,55552,6327
2007-05-19,55441,6318
2007-05-20,55365,6309
2007-05-21,55257,6303
2007-05-22,55145,6295
2007-05-23,55050,6282
2007-05-24,54956,6273
2007-05-25,54867,6258
2007-05-26,54773,6251
2007-05-27,54695,6235
2007-05-28,54598,6226
2007-05-29,54510,6220
2007-05-30,54412,6205
2007-05-31,54318,6185
2007-06-01,57273,6524
2007-06-02,57182,6513
2007-06-03,57086,6501
2007-06-04,56984,6489
2007-06-05,56887,6478
2007-06-06,56793,6472
2007-06-07,56696,6459
2007-06-08,56586,6444
2007-06-09,56485,6433
2007-06-10,56387,6424
2007-06-11,56286,6418
2007-06-12,56190,6406
2007-06-13,56093,6399
2007-06-14,56010,6386
2007-06-15,58885,6712
2007-06-16,58775,6709
2007-06-17,58693,6697
2007-06-18,58610,6682
2007-06-19,58529,6672
2007-06-20,58437,6654
2007-06-21,58339,6644
2007-06-22,58241,6631
2007-06-23,58149,6623
2007-06-24,58048,6614
2007-06-25,57963,6607
2007-06-26,57871,6601
2007-06-27,57790,6586
2007-06-28,57691,6574
2007-06-29,57589,6563
2007-06-30,57511,6554
2007-07-01,60309,6893
2007-07-02,60218,6885
2007-07-03,60127,6870
2007-07-04,60031,6860
2007-07-05,59940,6854
2007-07-06,59856,6845
2007-07-07,59759,6834
2007-07-08,59681,6827
2007-07-09,59582,6813
2007-07-10,59504,6796
2007-07-11,59417,6788
2007-07-12,59321,6783
2007-07-13,59231,6775
2007-07-14,59147,6766
2007-07-15,62013,7112
2007-07-16,61926,7103
2007-07-17,61832,7089
2007-07-18,61737,7080
2007-07-19,61630,7070
2007-07-20,61538,7062
2007-07-21,61430,7057
2007-07-22,61324,7049
2007-07-23,61231,7037
2007-07-24,61144,7029
2007-07-25,61070,7016
2007-07-26,60958,7004
2007-07-27,60859,6993
2007-07-28,60777,6984
2007-07-29,60694,6973
2007-07-30,60602,6966
2007-07-31,60508,6954
2007-08-01,63456,7279
2007-08-02,63359,7270
2007-08-03,63251,7265
2007-08-04,63161,7253
2007-08-05,63084,7238
2007-08-06,62984,7228
2007-08-07,62899,7222
2007-08-08,62805,7209
2007-08-09,62706,7197
2007-08-10,62632,7191
2007-08-11,62531,7182
2007-08-12,62435,7173
2007-08-13,62342,7162
2007-08-14,62243,7143
2007-08-15,65177,7453
2007-08-16,65088,7439
2007-08-17,64981,7428
2007-08-18,64876,7416
2007-08-19,64776,7408
2007-08-20,64675,7397
2007-08-21,64586,7391
2007-08-22,64494,7387
2007-08-23,64396,7377
2007-08-24,64321,7369
2007-08-25,64228,7361
2007-08-26,64141,7353
2007-08-27,64039,7349
2007-08-28,63947,7338
2007-08-29,63855,7328
2007-08-30,63777,7317
2007-08-31,63677,7305
2007-09-01,66550,7665
2007-09-02,66455,7654
2007-09-03,66357,7640
2007-09-04,66262,7631
2007-09-05,66153,7620
2007-09-06,66052,7606
2007-09-07,65961,7602
2007-09-08,65876,7587
2007-09-09,65771,7575
2007-09-10,65695,7566
2007-09-11,65616,7558
2007-09-12,65523,7548
2007-09-13,65427,7534
2007-09-14,65343,7525
2007-09-15,68262,7883
2007-09-16,68186,7873
2007-09-17,68097,7859
2007-09-18,68017,7852
2007-09-19,67894,7844
2007-09-20,67804,7836
2007-09-21,67709,7826
2007-09-22,67617,7816
2007-09-23,67521,7798
2007-09-24,67423,7783
2007-09-25,67320,7770
2007-09-26,67228,7756
2007-09-27,67137,7748
2007-09-28,67047,7741
2007-09-29,66954,7728
2007-09-30,66865,7719
2007-10-01,69773,8038
2007-10-02,69688,8023
2007-10-03,69612,8012
2007-10-04,69524,8003
2007-10-05,69445,7996
2007-10-06,69363,7983
2007-10-07,69277,7970
2007-10-08,69185,7962
2007-10-09,69087,7950
2007-10-10,69001,7946
2007-10-11,68901,7938
2007-10-12,68826,7925
2007-10-13,68747,7913
2007-10-14,68655,7905
2007-10-15,71565,8243
2007-10-16,71479,8234
2007-10-17,71377,8215
2007-10-18,71265,8209
2007-10-19,71159,8197
2007-10-20,71059,8189
2007-10-21,70977,8180
2007-10-22,70873,8172
2007-10-23,70758,8159
2007-10-24,70656,8148
2007-10-25,70574,8137
2007-10-26,70468,8126
2007-10-27,70376,8116
2007-10-28,70267,8105
2007-10-29,70178,8094
2007-10-30,70087,8087
2007-10-31,69999,8077
2007-11-01,72913,8398
2007-11-02,72821,8385
2007-11-03,72720,8379
2007-11-04,72619,8369
2007-11-05,72542,8360
2007-11-06,72451,8351
2007-11-07,72357,8338
2007-11-08,72268,8322
2007-11-09,72180,8317
2007-11-10,72107,8310
2007-11-11,72016,8302
2007-11-12,71927,8291
2007-11-13,71839,8286
2007-11-14,71744,8278
2007-11-15,74629,8584
2007-11-16,74531,8572
2007-11-17,74428,8567
2007-11-18,74339,8563
2007-11-19,74249,8555
2007-11-20,74154,8545
2007-11-21,74058,8534
2007-11-22,73963,8526
2007-11-23,73872,8520
2007-11-24,73788,8506
2007-11-25,73700,8493
2007-11-26,73602,8480
2007-11-27,73506,8465
2007-11-28,73404,8454
2007-11-29,73315,8449
2007-11-30,73211,8436
2007-12-01,76076,8748
2007-12-02,75981,8734
2007-12-03,75901,8723
2007-12-04,75808,8711
2007-12-05,75726,8706
2007-12-06,75621,8692
2007-12-07,75510,8686
2007-12-08,75422,8680
2007-12-09,75340,8663
2007-12-10,75250,8651
2007-12-11,75164,8644
2007-12-12,75069,8632
2007-12-13,74971,8617
2007-12-14,74869,8607
2007-12-15,77759,8944
2007-12-16,77667,8935
2007-12-17,77584,8927
2007-12-18,77508,8915
2007-12-19,77416,8899
2007-12-20,77342,8891
2007-12-21,77249,8883
2007-12-22,77154,8875
2007-12-23,77067,8859
2007-12-24,76979,8850
2007-12-25,76898,8842
2007-12-26,76791,8833
2007-12-27,76697,8822
2007-12-28,76595,8809
2007-12-29,76506,8798
2007-12-30,76413,8786
2007-12-31,76317,8771
2008-01-01,79243,9116
2008-01-02,79145,9105
2008-01-03,79029,9093
2008-01-04,78926,9083
2008-01-05,78838,9072
2008-01-06,78746,9062
2008-01-07,78653,9052
2008-01-08,78564,9045
2008-01-09,78480,9030
2008-01-10,78396,9021
2008-01-11,78306,9011
2008-01-12,78205,9001
2008-01-13,78097,8994
2008-01-14,77995,8983
2008-01-15,80900,9315
2008-01-16,80807,9309
2008-01-17,80712,9303
2008-01-18,80620,9293
2008-01-19,80532,9285
2008-01-20,80427,9276
2008-01-21,80334,9268
2008-01-22,80252,9260
2008-01-23,80158,9251
2008-01-24,80069,9238
2008-01-25,79955,9230
2008-01-26,79856,9225
2008-01-27,79756,9214
2008-01-28,79659,9204
2008-01-29,79566,9192
2008-01-30,79469,9181
2008-01-31,79379,9170
2008-02-01,82257,9506
2008-02-02,82180,9500
2008-02-03,82074,9491
2008-02-04,81972,9486
2008-02-05,81867,9478
2008-02-06,81772,9469
2008-02-07,81694,9455
2008-02-08,81606,9446
2008-02-09,81512,9434
2008-02-10,81420,9423
2008-02-11,81330,9413
2008-02-12,81240,9400
2008-02-13,81142,9381
2008-02-14,81051,9369
2008-02-15,83974,9685
2008-02-16,83869,9675
2008-02-17,83785,9665
2008-02-18,83682,9654
2008-02-19,83601,9645
2008-02-20,83521,9635
2008-02-21,83433,9624
2008-02-22,83345,9614
2008-02-23,83263,9611
2008-02-24,83169,9600
2008-02-25,83065,9591
2008-02-26,82963,9581
2008-02-27,82867,9573
2008-02-28,82769,9565
2008-02-29,82673,9558
2008-03-01,85506,9866
2008-03-02,85417,9855
2008-03-03,85333,9846
2008-03-04,85252,9837
2008-03-05,85157,9830
2008-03-06,85075,9818
2008-03-07,84961,9810
2008-03-08,84883,9797
2008-03-09,84794,9782
2008-03-10,84693,9771
2008-03-11,84594,9765
2008-03-12,84499,9757
2008-03-13,84391,9750
2008-03-14,84288,9744
2008-03-15,87173,10058
2008-03-16,87076,10046
2008-03-17,86983,10034
2008-03-18,86885,10024
2008-03-19,86780,10014
2008-03-20,86712,10005
2008-03-21,86628,9998
2008-03-22,86549,9986
2008-03-23,86454,9974
2008-03-24,86349,9967
2008-03-25,86246,9960
2008-03-26,86164,9946
2008-03-27,86081,9937
2008-03-28,85993,9929
2008-03-29,85884,9917
2008-03-30,85799,9910
2008-03-31,85719,9890
2008-04-01,88658,10193
2008-04-02,88572,10182
2008-04-03,88491,10173
2008-04-04,88410,10160
2008-04-05,88315,10154
2008-04-06,88207,10142
2008-04-07,88108,10127
2008-04-08,88004,10111
2008-04-09,87912,10099
2008-04-10,87807,10093
2008-04-11,87700,10086
2008-04-12,87597,10079
2008-04-13,87517,10071
2008-04-14,87430,10062
2008-04-15,90365,10390
2008-04-16,90266,10377
2008-04-17,90172,10368
2008-04-18,90073,10363
2008-04-19,89974,10349
2008-04-20,89876,10341
2008-04-21,89776,10326
2008-04-22,89678,10319
2008-04-23,89586,10311
2008-04-24,89498,10295
2008-04-25,89419,10286
2008-04-26,89331,10276
2008-04-27,89236,10262
2008-04-28,89128,10258
2008-04-29,89037,10247
2008-04-30,88935,10232
2008-05-01,91780,10549
2008-05-02,91694,10538
2008-05-03,91618,10532
2008-05-04,91526,10523
2008-05-05,91415,10513
2008-05-06,91324,10493
2008-05-07,91235,10482
2008-05-08,91136,10471
2008-05-09,91046,10461
2008-05-10,90934,10453
2008-05-11,90846,10442
2008-05-12,90740,10433
2008-05-13,90644,10429
2008-05-14,90554,10419
2008-05-15,93538,10727
2008-05-16,93434,10719
2008-05-17,93344,10709
2008-05-18,93248,10696
2008-05-19,93176,10680
2008-05-20,93092,10667
2008-05-21,93003,10662
2008-05-22,92911,10652
2008-05-23,92812,10644
2008-05-24,92751,10628
2008-05-25,92670,10619
2008-05-26,92583,10608
2008-05-27,92477,10599
2008-05-28,92380,10589
2008-05-29,92270,10583
2008-05-30,92180,10576
2008-05-31,92078,10570
2008-06-01,94942,10919
2008-06-02,94834,10909
2008-06-03,94742,10903
2008-06-04,94641,10896
2008-06-05,94561,10891
2008-06-06,94473,10883
2008-06-07,94381,10873
2008-06-08,94289,10861
2008-06-09,94196,10852
2008-06-10,94095,10840
2008-06-11,93990,10829
2008-06-12,93896,10817
2008-06-13,93776,10809
2008-06-14,93681,10799
2008-06-15,96524,11149
2008-06-16,96448,11139
2008-06-17,96360,11127
2008-06-18,96279,11118
2008-06-19,96178,11107
2008-06-20,96090,11093
2008-06-21,96008,11079
2008-06-22,95909,11071
2008-06-23,95819,11054
2008-06-24,95745,11044
2008-06-25,95661,11028
2008-06-26,95570,11016
2008-06-27,95480,11003
2008-06-28,95392,10995
2008-06-29,95308,10986
2008-06-30,95213,10964
2008-07-01,98166,11306
2008-07-02,98085,11294
2008-07-03,97990,11282
2008-07-04,97904,11275
2008-07-05,97795,11263
2008-07-06,97709,11252
2008-07-07,97624,11238
2008-07-08,97534,11228
2008-07-09,97442,11216
2008-07-10,97345,11205
2008-07-11,97254,11196
2008-07-12,97169,11183
2008-07-13,97068,11173
2008-07-14,96974,11162
2008-07-15,99887,11477
2008-07-16,99795,11465
2008-07-17,99692,11458
2008-07-18,99593,11453
2008-07-19,99502,11442
2008-07-20,99420,11433
2008-07-21,99328,11422
2008-07-22,99233,11410
2008-07-23,99135,11406
2008-07-24,99050,11397
2008-07-25,98965,11394
2008-07-26,98892,11384
2008-07-27,98811,11374
2008-07-28,98719,11366
2008-07-29,98631,11353
2008-07-30,98519,11343
2008-07-31,98420,11330
2008-08-01,101337,11622
2008-08-02,101240,11608
2008-08-03,101154,11596
2008-08-04,101060,11587
2008-08-05,100959,11579
2008-08-06,100870,11562
2008-08-07,100784,11553
2008-08-08,100689,11541
2008-08-09,100593,11530
2008-08-10,100500,11523
2008-08-11,100396,11509
2008-08-12,100309,11502
2008-08-13,100227,11492
2008-08-14,100123,11478
2008-08-15,103005,11792
2008-08-16,102926,11781
2008-08-17,102837,11770
2008-08-18,102752,11759
2008-08-19,102667,11743
2008-08-20,102572,11735
2008-08-21,102475,11726
2008-08-22,102376,11712
2008-08-23,102302,11705
2008-08-24,102192,11694
2008-08-25,102091,11676
2008-08-26,101993,11665
2008-08-27,101883,11654
2008-08-28,101788,11641
2008-08-29,101693,11626
2008-08-30,101592,11610
2008-08-31,101491,11599
2008-09-01,104455,11951
2008-09-02,104357,11938
2008-09-03,104280,11927
2008-09-04,104195,11916
2008-09-05,104101,11905
2008-09-06,104009,11898
2008-09-07,103926,11889
2008-09-08,103814,11875
2008-09-09,103720,11859
2008-09-10,103618,11846
2008-09-11,103525,11832
2008-09-12,103435,11824
2008-09-13,103349,11821
2008-09-14,103240,11813
2008-09-15,106102,12119
2008-09-16,105998,12107
2008-09-17,105918,12098
2008-09-18,105833,12083
2008-09-19,105720,12076
2008-09-20,105629,12065
2008-09-21,105536,12061
2008-09-22,105445,12052
2008-09-23,105347,12040
2008-09-24,105263,12026
2008-09-25,105163,12013
2008-09-26,105068,12001
2008-09-27,104981,11991
2008-09-28,104882,11984
2008-09-29,104782,11979
2008-09-30,104700,11971
2008-10-01,107604,12307
2008-10-02,107512,12297
2008-10-03,107417,12285
2008-10-04,107322,12279
2008-10-05,107250,12271
2008-10-06,107151,12260
2008-10-07,107058,12250
2008-10-08,106956,12242
2008-10-09,106863,12228
2008-10-10,106766,12223
2008-10-11,106681,12218
2008-10-12,106586,12213
2008-10-13,106510,12205
2008-10-14,106426,12199
2008-10-15,109396,12549
2008-10-16,109293,12541
2008-10-17,109211,12529
2008-10-18,109104,12522
2008-10-19,109003,12514
2008-10-20,108914,12504
2008-10-21,108813,12492
2008-10-22,108708,12483
2008-10-23,108618,12473
2008-10-24,108519,12459
2008-10-25,108419,12443
2008-10-26,108323,12436
2008-10-27,108237,12425
2008-10-28,108149,12415
2008-10-29,108040,12410
2008-10-30,107957,12403
2008-10-31,107874,12393
2008-11-01,110786,12708
2008-11-02,110701,12696
2008-11-03,110616,12689
2008-11-04,110524,12682
2008-11-05,110429,12671
2008-11-06,110346,12658
2008-11-07,110259,12648
2008-11-08,110163,12643
2008-11-09,110077,12627
2008-11-10,109984,12616
2008-11-11,109897,12603
2008-11-12,109801,12593
2008-11-13,109696,12587
2008-11-14,109606,12581
2008-11-15,112516,12882
2008-11-16,112424,12872
2008-11-17,112336,12858
2008-11-18,112249,12851
2008-11-19,112148,12839
2008-11-20,112048,12824
2008-11-21,111939,12816
2008-11-22,111858,12801
2008-11-23,111777,12789
2008-11-24,111684,12778
2008-11-25,111588,12766
2008-11-26,111485,12762
2008-11-27,111383,12751
2008-11-28,111295,12748
2008-11-29,111194,12744
2008-11-30,111091,12734
2008-12-01,114064,13025
2008-12-02,113992,13010
2008-12-03,113910,13000
2008-12-04,113811,12991
2008-12-05,113712,12983
2008-12-06,113616,12972
2008-12-07,113516,12960
2008-12-08,113427,12946
2008-12-09,113339,12932
2008-12-10,113235,12925
2008-12-11,113143,12914
2008-12-12,113060,12905
2008-12-13,112969,12892
2008-12-14,112871,12886
2008-12-15,115783,13209
2008-12-16,115693,13201
